source_authors_abbreviated,source_year,source_authors,source_title,source_reference,source_url,cited_authors,cited_title,cited_reference
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Kavanagh, D., Hussey, I., McEnteggart, C., Barnes-Holmes, Y., & Barnes-Holmes, D. (2016","Using the IRAP to explore natural language statementsJournal of Contextual Behavioral Science, 5(4, 247–251. https://doi.org/10.1016/j.jcbs.2016.10.001.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Konings, M., Bak, M., Hanssen, M., Van Os, J., & Krabbendam, L. (2006","Validity and reliability of the CAPE: a self-report instrument for the measurement of psychotic experiences in the general populationActa Psychiatrica Scandinavica, 114, 55–61https://doi.org/10.1111/j.1600-0447.2005.00741.x.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"McHugh, L., Barnes-Holmes, Y., & Barnes-Holmes, D. (2004","Perspective-taking as relational responding: A developmental profileThe Psychological Record, 54, 115–144https://doi.org/10.1007/BF03395465.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Montoya-Rodríguez, M. M., Molina, F. J., & McHugh, L. (2017","A review of relational frame theory research into deictic relational respondingThe Psychological Record, 67, 569–579https://doi.org/10.1007/s40732-016-0216-x.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Peirce, J. W. (2007","PsychoPy: Psychophysics software in PythonJournal of Neuroscience Methods, 162, 8–13https://doi.org/10.1016/j.jneumeth.2006.11.017.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Rendón, M. I., Soler, F., & Cortés, M. (2012","Relaciones deícticas simples, toma de perspectiva y competencia socialSuma Psicológica, 19, 19–37https://doi.org/10.1007/s40732-016-0216-x.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Savla, G. N., Vella, L., Armstrong, C. C., Penn, D. L., & Twamley, E. W. (2013","Deficits in domains of social cognition in schizophrenia: A meta-analysis of the empirical evidenceSchizophrenia Bulletin, 39(5, 979–992. https://doi.org/10.1093/schbul/sbs080.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Sodian B., & Kristen S. (2010","Theory of MindIn BGlatzeder, VGoel, & AMüller (Eds., Towards a theory of thinking: On thinking (pp. 189–201. Heidelberg, Germany: Springer.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Stefanis, N. C., Hanssen, M., Smirnis, N. K., Avramopoulos, D. A., Evdokimidis, I. K., Stefanis, C. N., Verdoux, H., & Van Os, J. (2002","Evidence that three dimensions of psychosis have a distribution in the general populationPsychological Medicine, 32, 347–358https://doi.org/10.1017/S0033291701005141.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Vahey, N., Barnes-Holmes, D., Barnes-Holmes, Y., & Stewart, I. (2009","A first test of the Implicit Relational Assessment Procedure (IRAP as a measure of self-esteem: Irish prisoner groups and university students. The Psychological Record, 59, 371–388. https://doi.org/10.1007/BF03395670.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Vahey, N., Nicholson, E., & Barnes-Holmes, D. (2015","A meta-analysis of criterion effects for the Implicit Relational Assessment Procedure (IRAP in the clinical domain. Journal of Behavior Therapy & Experimental Psychiatry, 48, 59–65. https://doi.org/10.1016/j.jbtep.2015.01.004.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Villatte, M., Monestés, J.-L., McHugh, L., Freixa i Baqué, E., & Loas, G. (2010","Assessing perspective taking in schizophrenia using relational frame theoryThe Psychological Record, 60, 413–436https://doi.org/10.1007/BF03395719.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Villatte, M., Monestés, J.-L., McHugh, L., Freixa, i., Baqué, E. F. i., & Loas, G. (2008","Assessing deictic relational responding in social anhedonia: A functional approach to the development of theory of mind impairmentsInternational Journal of Behavioral Consultation & Therapy, 4, 360–373https://doi.org/10.1037/h0100867.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Vitale, A., Barnes-Holmes, Y., Barnes-Holmes, D., & Campbell, C. (2008","Facilitating responding in accordance with the relational frame of comparison: Systematic empirical analysesThe Psychological Record, 58, 365–390https://doi.org/10.1007/BF03395624.",
Kavanagh et al. (2019b),2019,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00333-w,"Weil, T. M., Hayes, S. C., & Capurro, P. (2011","Establishing a deictic relational repertoire in young childrenThe Psychological Record, 61, 371–390https://doi.org/10.1007/BF03395767.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Augustson, E. M., & Dougher, M. J. (1997","The transfer of avoidance evoking functions through stimulus equivalence classesJournal of Behavior Therapy and Experimental Psychiatry, 3, 181–191https://doi.org/10.1016/S0005-7916(9700008-6.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Barnes-Holmes, D., Barnes-Holmes, Y., Hussey, I., & Luciano, C. (2016","Relational frame theory: Finding its historical and philosophical roots and reflecting upon its future development: An introduction to part IIIn RDZettle, SCHayes, DBarnes-Holmes, & ABiglan (Eds., The Wiley handbook of contextual behavioral science (pp. 117–128. West Sussex, Wiley-Blackwell.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Barnes-Holmes, D., Barnes-Holmes, Y., Luciano, C., & McEnteggart, C. (2017","From the IRAP and REC model to a multi-dimensional multi-level framework for analyzing the dynamics of arbitrarily applicable relational respondingJournal of Contextual Behavioral Science, 6, 434–445https://doi.org/10.1016/j.jcbs.2017.08.001.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Barnes-Holmes, D., Barnes-Holmes, Y., Power, P., Hayden, E., Milne, R., & Stewart, I. (2006","Do you really know what you believe? Developing the implicit relational assessment procedure (IRAP as a direct measure of implicit beliefs. The Irish Psychologist, 32, 169–177.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Barnes-Holmes, D., Finn, M., McEnteggart, C., & Barnes-Holmes, Y. (2018","Derived stimulus relations and their role in a behavior-analytic account of human language and cognitionBehavior Analyst, 40, 1–19https://doi.org/10.1007/s40614-017-0124-7.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Barnes-Holmes, Y., Boorman, J., Oliver, J. E., Thompson, M., McEnteggart, C., & Coulter, C. (2018","Using conceptual developments in RFT to direct case formulation and clinical intervention: Two case summariesJournal of Contextual Behavioral Science, 7, 89–96https://doi.org/10.1016/j.jcbs.2017.11.005.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Bortoloti, R., & de Rose, J. C. (2007","Medida do grau de relacionamento entre estímulos equivalentesPsicologia: Reflexão e Crítica, 20, 252–258https://doi.org/10.1590/S0102-79722007000200011.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Bortoloti, R., & de Rose, J. C. (2008","Transferência de “significado” de expressões faciais apresentadas brevemente para estímulos abstratos equivalentes a elasActa Comportamentalia, 16, 223–241.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Bortoloti, R., & de Rose, J. C. (2009","Assessing the relatedness of equivalent stimuli through the semantic differentialThe Psychological Record, 59, 563–590https://doi.org/10.1007/BF03395682.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Bortoloti, R., & de Rose, J. C. (2011","An “Orwellian” account of stimulus equivalenceAre some stimuli “more equivalent” than others? European Journal of Behavior Analysis, 12, 121–134https://doi.org/10.1080/15021149.2011.11434359.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Bortoloti, R., & de Rose, J. C. (2012","Equivalent stimuli are more strongly related after training with delayed matching than after simultaneous matching: A study using the implicit relational assessment procedure (IRAP. The Psychological Record, 62, 41–54. https://doi.org/10.1007/BF03395785.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Bortoloti, R., Rodrigues, N. C., Cortez, M. D., Pimentel, N., & de Rose, J. C. (2013","Overtraining increases the strength of equivalence relationsPsychology & Neuroscience, 6, 357–364https://doi.org/10.3922/j.psns.2013.3.13.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Chawla, N., & Ostafin, B. (2007","Experiential avoidance as a functional dimensional approach to psychopathology: An empirical reviewJournal of Clinical Psychology, 63, 871–890https://doi.org/10.1002/jclp.20400.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"de Almeida, J. H., Bortoloti, R., Ferreira, P. R. S., Schelini, P. W., & de Rose, J. C. (2014","Análise das propriedades psicométricas de instrumento de diferencial semântico [Psychometric analysis of a semantic differential instrument]Psicologia: Reflexão e Crítica, 27, 272–281https://doi.org/10.1590/1678-7153.20142720.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"de Almeida, J. H., & de Rose, J. C. (2015","Changing the meaningfulness of abstract stimuli by the reorganization of equivalence classes: Effects of delayed matchingThe Psychological Record, 65, 451–461https://doi.org/10.1007/s40732-015-0120-9.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"de Rose, J. C., & Bortoloti, R. (2007","A equivalência de estímulos como modelo de significadoActa Comportamentalia, 15, 83–102.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"de Rose, J. C., McIlvane, W. J., Dube, W. V., Galpin, V. C., & Stoddard, L. T. (1988","Emergent simple discriminations established by indirect relations to differential consequencesJournal of the Experimental Analysis of Behavior, 50, 1–20https://doi.org/10.1901/jeab.1988.50-1.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"De Schryver, M., Hussey, I., De Neve, J., Cartwright, A., & Barnes-Holmes, D. (2018","The PI IRAP: An alternative scoring algorithm for the IRAP using a probabilistic semiparametric effect size measureJournal of Contextual Behavioral Science, 7(1, 97–103. https://doi.org/10.1016/j.jcbs.2018.01.001.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Dougher, M., Augustson, E., Markham, M., Greenway, D., & Wulfert, E. (1994","The transfer of respondent eliciting and extinction functions through stimulus equivalence classesJournal of the Experimental Analysis of Behavior, 62, 331–351https://doi.org/10.1901/jeab.1994.62-331.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Dymond, S., & Rehfeldt, R. A. (2000","Understanding complex behavior: The transformation of stimulus functionsBehavior Analyst, 23, 239–254.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Dymond, S., Roche, B., & Bennett, M. (2013","Relational frame theory and experimental psychopathologyIn SDymond & BRoche (Eds., Advances in relational frame theory: Research & application (pp. 199–218. Oakland, CA: New Harbinger.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Dymond, S., Schlund, M. W., Roche, B., & Whelan, R. (2014","The spread of fear: Symbolic generalization mediates graded threat-avoidance in specific phobiaQuarterly Journal of Experimental Psychology, 67, 247–259https://doi.org/10.1080/17470218.2013.800124.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Ekman, P., & Friesen, W. V. (1976",Pictures of facial affectPaul Ekman GroupRetrieved from www.paulekman.com.,
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Finn, M., Barnes-Holmes, D., & McEnteggart, C. (2018","Exploring the single-trial-type-dominance-effect on the IRAP: Developing a differential arbitrarily applicable relational responding effects (DAARRE model. The Psychological Record, 68, 11–25. https://doi.org/10.1007/s40732-017-0262-z.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Furnham, A. (1986","Response bias, social desirability and dissimulationPersonality and Individual Differences, 7, 385–400https://doi.org/10.1016/0191-8869(8690014-0.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Hayes, S. C., Barnes-Holmes, D., & Roche, B. (Eds.","(2001. Relational frame theory: A post-Skinnerian account of human language and cognition. New York, NY: Plenum.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Hayes, S. C., Kohlenberg, B. K., & Hayes, L. J. (1991","The transfer of specific and general consequential functions through simple and conditional equivalence classesJournal of the Experimental Analysis of Behavior, 56, 119–137https://doi.org/10.1901/jeab.1991.56-119.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Hughes, S., Barnes-Holmes, D., & Vahey, N. (2012","Holding on to our functional roots when exploring new intellectual islands: A voyage through implicit cognition researchJournal of Contextual Behavioral Science, 1, 17–38https://doi.org/10.1016/j.jcbs.2012.09.003.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Hughes, S., Hussey, I., Corrigan, B., Jolie, K., Murphy, C., & Barnes-Holmes, D. (2016","Faking revisited: Exerting strategic control over performance on the implicit relational assessment procedureEuropean Journal of Social Psychology, 46, 632–648https://doi.org/10.1002/ejsp.2207.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Hussey, I., Barnes-Holmes, D., & Barnes-Holmes, I. (2015","From relational frame theory to implicit attitudes and back again: Clarifying the link between RFT and IRAP researchCurrent Opinion in Psychology, 2, 11–15https://doi.org/10.1016/j.copsyc.2014.12.009.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Kavanagh, D., Barnes-Holmes, Y., Barnes-Holmes, Y., McEnteggart, C., & Finn, M. (2018","Exploring differential trial-type effects and the impact of a read-aloud procedure on deictic relational responding on the IRAPThe Psychological Record, 68, 163–176https://doi.org/10.1007/s40732-018-0276-1.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Leech, A., Barnes-Holmes, D., & Madden, L. (2016","The implicit relational assessment procedure (IRAP as a measure of spider fear, avoidance, and approach. The Psychological Record, 66, 337–349. https://doi.org/10.1007/s40732-016-0176-1.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Luciano, C., Valdivia-Salas, S., Ruiz, F. J., Rodrıguez-Valverde, M., Barnes-Holmes, D., Dougher, M. J., & Gutierrez-Martinez, O. (2014","Effects of an acceptance/defusion intervention on experimentally induced generalized avoidance: A laboratory demonstrationJournal of the Experimental Analysis of Behavior, 101, 94–111https://doi.org/10.1002/jeab.68.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Nicholson, E., & Barnes-Holmes, D. (2012","The implicit relational assessment procedure (IRAP as a measure of spider fear. The Psychological Record, 62, 263–278. https://doi.org/10.1007/BF03395801.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Olsson, A., & Phelps, E. A. (2004","Learned fear of “unseen” faces after Pavlovian, observational, and instructed fearPsychological Science, 15, 822–828https://doi.org/10.1111/j.0956-7976.2004.00762.x",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Olsson, A., & Phelps, E. A. (2007","Social learning of fearNature Neuroscience, 10, 1092–1102https://doi.org/10.1038/nn1968.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Osgood, C. E., & Suci, G. I. (1952","A measure of relation determined by both mean difference and profile informationPsychological Bulletin, 49, 251–262https://doi.org/10.1037/h0062981.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Osgood, C. E., Suci, G. I., & Tannenbaum, P. H. (1957","The measurement of meaningUrbana, IL: University of Illinois Press.",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Parr, L. A., Winslow, J. T., Hopkins, W. D., & De Waal, F. B. M. (2000","Recognizing facial cues: Individual discrimination by chimpanzees (Pan troglodytes and rhesus monkeys (Macaca mulatta. Journal of Comparative Psychology, 114, 47–60. https://doi.org/10.1037/0735-7036.114.1.47",
Perez et al. (2019),2019,"Perez, W., Henrique de Almeida, J., de Rose, J. C., Dorigon, A. H., de Vasconcellos, E. L., da Silvam M. A., Lima, N. D. P., de Almeida, R. B. M., Montan, R. N. M., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-018-0304-1,"Perez, W. F., de Almeida, J., & de Rose, J. C. (2015","Transformation of meaning through relations of sameness and oppositionThe Psychological Record, 65, 679–689https://doi.org/10.1007/s40732-015-0138-z",
